HotelID,Name Hotel,Location,Descriptions,Rating
4060,Hanoi Golden Hotel,Hà Nội,"Tọa lạc tại vị trí thuận tiện ở quận Hoàn Kiếm thuộc thành phố Hà Nội, Hanoi Golden Hotel nằm cách Chợ Đồng Xuân 200 m, Ô Quan Chưởng 300 m và Nhà hát múa rối nước Thăng Long chưa đầy 1 km. Trong số các tiện nghi của chỗ nghỉ này có bàn đặt tour, phòng giữ hành lý và WiFi miễn phí trong toàn bộ khuôn viên. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ tiền sảnh và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại Hanoi Golden Hotel có khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng và phòng tắm riêng đi kèm dép cùng vòi xịt/chậu rửa vệ sinh. Các phòng được trang bị máy điều hòa và tủ để quần áo. Chỗ nghỉ nằm gần các điểm tham quan nổi tiếng như Hồ Hoàn Kiếm, Nhà Thờ Lớn và trung tâm thương mại Tràng Tiền Plaza. Sân bay gần nhất là sân bay quốc tế Nội Bài, nằm trong bán kính 25 km từ Hanoi Golden Hotel, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.7
4061,Lila Hotel & Serviced Apartment,TP. Hồ Chí Minh,"Tọa lạc tại Thành phố Hồ Chí Minh, cách Trung tâm Hội chợ và Triển lãm Sài Gòn 2,2 km và Bến Nhà Rồng 6 km, Lila Hotel & Serviced Apartment cung cấp chỗ nghỉ với WiFi miễn phí, máy điều hòa, nhà hàng và sảnh khách chung. Mỗi phòng nghỉ tại đây đều có bếp với lò vi sóng, tủ lạnh, truyền hình vệ tinh màn hình phẳng, tiện nghi ủi, bàn làm việc cũng như khu vực ghế ngồi đi kèm ghế sofa. Tất cả phòng nghỉ tại đây đều được bố trí phòng tắm riêng với chậu rửa vệ sinh (bidet), máy sấy tóc và đồ vệ sinh cá nhân miễn phí. Khách sạn căn hộ này cung cấp dịch vụ giặt là cùng các tiện nghi phục vụ doanh nhân như máy fax và máy photocopy. Lila Hotel & Serviced Apartment có sân hiên để khách sử dụng. Cả Bảo tàng Mỹ thuật và trung tâm mua sắm Takashimaya Việt Nam đều cách chỗ nghỉ này 7 km. Sân bay gần nhất là Sân bay Quốc tế Tân Sơn Nhất, cách Lila Hotel & Service Apartment 18 km.",7.1
4062,Hana Dalat Hotel,Đà Lạt,"Trong số các tiện nghi của chỗ nghỉ này có nhà hàng, lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí trong toàn bộ khuôn viên. Khách sạn cung cấp phòng gia đình. Phòng nghỉ tại khách sạn có khu vực ghế ngồi, truyền hình cáp màn hình phẳng và phòng tắm riêng với máy sấy tóc cùng chậu rửa vệ sinh (bidet). Bàn làm việc và ấm đun nước cũng được trang bị trong tất cả các phòng. HANA DALAT HOTEL nằm trong bán kính 3 km từ Vườn hoa Đà Lạt và 6 km từ Thiền viện Trúc Lâm. Sân bay gần nhất là sân bay Liên Khương, cách đó 22 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.3
4063,Sofiana My Khe Hotel & Spa,Đà Nẵng,"Nằm tại thành phố Đà Nẵng, cách Bãi biển Mỹ Khê 150 m, Sofiana My Khe Hotel & Spa có hồ bơi ngoài trời, quán bar và tầm nhìn ra biển. Các tiện nghi của chỗ nghỉ bao gồm nhà hàng, dịch vụ lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí. Khách sạn cung cấp phòng gia đình. Tất cả phòng nghỉ tại khách sạn được trang bị máy điều hòa, TV màn hình phẳng với truyền hình cáp, ấm đun nước, bể sục, máy sấy tóc và bàn làm việc. Các phòng còn có tủ để quần áo. Khách sạn phục vụ bữa sáng tự chọn hoặc kiểu Mỹ. Sofiana My Khe Hotel & Spa còn có bể sục. Chỗ nghỉ nằm cách Cầu tàu Tình yêu 3,3 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 6 km từ Sofiana My Khe Hotel & Spa, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.7
4064,Dalat Wind Deluxe Hotel,Đà Lạt,"Tọa lạc tại thành phố Đà Lạt, cách Hồ Xuân Hương 500 m, Dalat Wind Deluxe Hotel là khách sạn 2 sao có lễ tân 24 giờ, sảnh khách chung, Wi-Fi và chỗ đỗ xe riêng miễn phí. Tại khách sạn, tất cả các phòng đều có bàn làm việc, TV màn hình phẳng, ấm đun nước và phòng tắm riêng với chậu rửa vệ sinh (bidet). Một số phòng còn có ban công. Khách sạn phục vụ bữa sáng gọi món hàng ngày. Du khách có thể dùng bữa tại nhà hàng trong khuôn viên, nơi chuyên phục vụ các món nướng/BBQ. Du khách cũng có thể thư giãn trên sân hiên tắm nắng. Các điểm tham quan nổi tiếng gần Dalat Wind Deluxe Hotel bao gồm Vườn hoa Đà Lạt, Quảng trường Lâm Viên và Công viên Yersin Đà Lạt. Sân bay gần nhất là sân bay Liên Khương, cách chỗ nghỉ 23 km.",7
4065,Mai Anh Hotel,TP. Hồ Chí Minh,"Mai Anh Restaurant phục vụ các món ăn phương Tây và châu Á. Mai Anh Hotel chỉ cách Dinh Thống Nhất và nhiều quán ăn 10 phút tản bộ. Phố Mua sắm Đồng Khởi và Nhà thờ Đức Bà chỉ cách đó 15 phút lái xe. Các phòng máy lạnh tại đây có đồ nội thất bằng gỗ và những điểm nhấn trang trí màu đỏ. Mỗi phòng được trang bị TV màn hình phẳng với truyền hình kỹ thuật số vệ tinh tiếng Việt (K+), máy hút ẩm và minibar. Phòng tắm riêng trong mỗi phòng đi kèm bồn tắm hoặc vòi sen. Áo choàng tắm và 2 chai nước miễn phí được cung cấp hàng ngày. Bàn đặt tour cung cấp thông tin du lịch và dịch vụ đặt vé đi lại. Quầy lễ tân 24 giờ có két an toàn. Dịch vụ ăn uống tại phòng được cung cấp đến tận 22:00.",8.3
4066,Bungalow Sáng Tươi Mountains,Phú Quốc,"Chỗ nghỉ này có các phòng gia đình và sân hiên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, bàn đặt tour và dịch vụ thu đổi ngoại tệ cho khách. Tất cả phòng nghỉ tại nhà khách được trang bị máy điều hòa, TV truyền hình cáp màn hình phẳng, tủ lạnh, ấm đun nước, vòi sen, dép và bàn làm việc. Mỗi phòng đều có tủ để quần áo và phòng tắm riêng. Chùa Sùng Hưng nằm trong bán kính 3,3 km từ Bungalow Sáng Tươi Mountains trong khi Sòng bạc Corona cách đó 20 km.",7.7
4067,The Ocean Luxury Villas by Danatrip,Đà Nẵng,"Nằm ở khu bãi biển Non Nước của thành phố Đà Nẵng, cách làng Non Nước 4 km và Ngũ Hành Sơn 4,4 km, The Ocean Luxury Villas by Danatrip cung cấp tầm nhìn ra hồ, khu vực bãi biển riêng và Wi-Fi miễn phí. Mỗi căn hộ đều có khu vực ghế ngồi, TV màn hình phẳng, bếp đầy đủ tiện nghi với lò vi sóng, máy nướng bánh mỳ cũng như máy pha cà phê cùng ấm đun nước và phòng tắm riêng với đồ vệ sinh cá nhân miễn phí. Trong khuôn viên nơi này có nhà hàng phục vụ đủ loại món ăn Châu Á, Mỹ và Úc. Ngoài hồ bơi ngoài trời, biệt thự còn có sân chơi cho trẻ em. Công viên giải trí Châu Á Đà Nẵng cách The Ocean Luxury Villas by Danatrip 11 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách đó 15 km.",7.2
4068,THE VIEW HOMESTAY HỘI AN,Hội An,"Nằm cách Bảo tàng Lịch sử Hội An 100 m, THE VIEW HOMESTAY HỘI AN có chỗ nghỉ với sảnh khách chung, khu vườn và lễ tân 24 giờ để tạo thuận tiện cho khách. Chỗ nghỉ này cung cấp WiFi miễn phí. Các căn tại đây có ban công, máy điều hòa, TV màn hình phẳng và phòng tắm riêng với vòi xịt/chậu rửa vệ sinh cùng dép đi trong phòng. Các căn còn được trang bị tủ lạnh, minibar và ấm đun nước. Homestay có sân hiên. Du khách có thể sử dụng hồ bơi trong nhà tại THE VIEW HOMESTAY HỘI AN. Chỗ nghỉ nằm gần các điểm tham quan nổi tiếng như Hội quán Quảng Đông, Chùa Cầu Nhật Bản và Hội quán Triều Châu. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 23 km từ THE VIEW HOMESTAY HỘI AN.",8
4069,Starcity Beachfront,Nha Trang,"Chỗ nghỉ này cung cấp WiFi miễn phí ở tất cả các khu vực và chỗ đỗ xe riêng trong khuôn viên. Mỗi căn tại đây đều được bố trí khu vực ghế ngồi, TV truyền hình vệ tinh màn hình phẳng, bếp ăn nhỏ đầy đủ tiện nghi với khu vực ăn uống, két an toàn và phòng tắm riêng đi kèm áo choàng tắm. Để thêm phần thuận tiện cho du khách, chỗ nghỉ có thể cung cấp khăn tắm và ga trải giường với một khoản phụ phí. Căn hộ phục vụ bữa sáng à la carte hoặc bữa sáng kiểu Á. Mermaids Beachfront có sân hiên. Du khách có thể thuê xe hơi và sử dụng khu vực bãi biển riêng của chỗ nghỉ. Các điểm tham quan nổi tiếng gần Mermaids Beachfront bao gồm Bãi biển Nha Trang, Trung tâm Thuyền buồm Việt Nam và quán Sailing Club. Sân bay gần nhất là sân bay quốc tế Cam Ranh, cách căn hộ 36 km.",5
4070,Dang's Hotel,Đà Nẵng,"Khách sạn này có các phòng gia đình và sân hiên. Nơi đây còn cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại khách sạn được trang bị tủ để quần áo, TV và phòng tắm riêng. Các điểm tham quan nổi tiếng gần Dang's Hotel bao gồm Cầu tàu Tình yêu, Bảo tàng Chăm và Cầu Sông Hàn. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách đó 4 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.5
4071,Banla Boutique Hotel,Đà Lạt,"Chỗ nghỉ này nằm trong bán kính khoảng 2,3 km từ sân golf Dalat Palace Golf Club, 2,6 km từ Hồ Xuân Hương và 2,8 km từ Quảng trường Lâm Viên. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ đưa đón sân bay, dịch vụ phòng và WiFi miễn phí. Tất cả phòng nghỉ tại khách sạn đều được trang bị tủ lạnh, minibar, ấm đun nước, vòi sen, máy sấy tóc và bàn làm việc. Các phòng có phòng tắm riêng với vòi xịt/chậu rửa vệ sinh, áo choàng tắm và dép. Mỗi phòng đều được trang bị TV màn hình phẳng và két an toàn. Banla Boutique Hotel phục vụ bữa sáng à la carte hằng ngày. Công viên Yersin nằm cách chỗ nghỉ 2,8 km trong khi Thiền viện Trúc Lâm cách đó 8,9 km. Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 31 km từ Banla Boutique Hotel.",7.3
4072,Annie Homestay Núi Một,Nha Trang,"Chỗ nghỉ này có WiFi miễn phí và sân hiên. Một số căn tại đây được bố trí bếp với lò vi sóng, tủ lạnh và lò nướng. Các điểm tham quan nổi tiếng gần homestay này bao gồm Trung tâm mua sắm Nha Trang Centre, Quảng trường 2/4 và Tháp Trầm Hương. Sân bay gần nhất là sân bay quốc tế Cam Ranh, cách Annie Homestay Núi Một 37 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7
4073,Lotus Rock 05 Hotel,Đà Nẵng,"Tọa lạc tại thành phố Đà Nẵng, cách Bãi biển Mỹ Khê 750 m, Lotus Rock 05 Hotel cung cấp chỗ nghỉ với nhà hàng, chỗ đỗ xe riêng miễn phí, quán bar và sân hiên. Trong số các tiện nghi của chỗ nghỉ này có máy ATM, bàn đặt tour và WiFi miễn phí trong toàn bộ khuôn viên. Nơi đây cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại Lotus Rock 05 Hotel được trang bị tủ để quần áo, TV màn hình phẳng, phòng tắm riêng, ga trải giường và khăn tắm. Một số phòng nhìn ra biển. Mỗi phòng đều được bố trí ấm đun nước và tủ lạnh. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Cầu khóa Tình yêu, Cầu Sông Hàn và Trung tâm thương mại Indochina Riverside. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, nằm trong bán kính 5 km từ Lotus Rock 05 Hotel, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.9
4074,Cochin Sang Hotel,TP. Hồ Chí Minh,"Tọa lạc tại vị trí chiến lược ở Quận 1 thuộc Thành phố Hồ Chí Minh, Cochin Sang Hotel nằm trong bán kính chỉ 1 km đến hầu hết các điểm tham quan chính, bao gồm Chợ Bến Thành, Bảo tàng Mỹ Thuật, trung tâm thương mại Takashimaya Việt Nam, Bưu điện Trung tâm Sài Gòn và Dinh Thống Nhất. Khách sạn cung cấp phòng nghỉ lắp máy điều hòa với WiFi miễn phí và bữa sáng buffet hàng ngày tại nhà hàng ngay trong khuôn viên. Được trang bị đồ nội thất kiểu cổ điển bằng gỗ tối màu, phòng nghỉ lắp máy điều hòa tại đây có tiện nghi pha trà/cà phê và két an toàn. Một số phòng đi kèm TV truyền hình cáp màn hình phẳng. Khách sạn có bàn đặt tour và lễ tân 24 giờ. Chỗ nghỉ cũng có thể cho thuê xe hơi và thu đổi ngoại tệ cho khách. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, cách Cochin Sang Hotel 7 km.",7.7
4075,Aurora Beach House,Phú Quốc,"Chỗ nghỉ này nằm cách công viên giải trí Vinpearl Land Phú Quốc 27 km, Làng chài Hàm Ninh vài bước chân và Thác Suối Tranh 4,2 km. Phòng nghỉ gắn máy điều hòa tại đây nhìn ra quang cảnh biển và được trang bị tủ để quần áo cũng như WiFi miễn phí. Phòng nghỉ tại Aurora Beach House có ban công, bàn làm việc, TV màn hình phẳng và phòng tắm riêng. Thác Tranh nằm trong bán kính 4,3 km từ chỗ nghỉ trong khi Nhà tù Phú Quốc cách đó 7 km. Sân bay gần nhất là sân bay quốc tế Phú Quốc, cách Aurora Beach House 7 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.1
4076,H&T Luxury Hotel,Sa Pa,"Chỗ nghỉ này có lễ tân 24 giờ và nhà hàng. Khách sạn cung cấp các phòng gia đình. Tất cả phòng nghỉ tại khách sạn đều được trang bị máy điều hòa, TV truyền hình cáp màn hình phẳng, ấm đun nước, vòi xịt/chậu rửa vệ sinh, dép và tủ để quần áo. Một số phòng còn có tầm nhìn ra hồ nước và phòng tắm riêng với vòi sen cùng máy sấy tóc. H&T Luxury Hotel phục vụ bữa sáng buffet và bữa sáng à la carte hằng ngày. Các địa danh nổi tiếng gần chỗ nghỉ bao gồm Hồ Sa Pa, trung tâm thương mại Sun Plaza và Bến xe Sa Pa.",6
4077,Queen Light Hotel,Hà Nội,"Tọa lạc tại thành phố Hà Nội, cách Ô Quan Chưởng 700 m, Queen Light Hotel có dịch vụ tiền sảnh, phòng nghỉ không gây dị ứng, quầy bar, WiFi miễn phí trong toàn bộ khuôn viên và sảnh khách chung. Chỗ nghỉ này có các phòng gia đình và sân hiên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và dịch vụ thu đổi ngoại tệ cho khách. Phòng nghỉ tại khách sạn có TV màn hình phẳng, máy điều hòa và phòng tắm riêng với dép. Một số phòng được bố trí khu vực ghế ngồi. Các phòng được trang bị bàn làm việc và ấm đun nước. Trong số các điểm tham quan nổi tiếng gần Queen Light Hotel có Nhà hát múa rối nước Thăng Long, Hồ Hoàn Kiếm và Nhà Thờ Lớn. Sân bay gần nhất là sân bay quốc tế Nội Bài, cách đó 25 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",6.8
4078,Hello SaiGon Homestay,TP. Hồ Chí Minh,"Nằm ở Thành phố Hồ Chí Minh, cách Chợ Ẩm thực Đường phố Bến Thành 2,5 km, Hello SaiGon Homestay cung cấp chỗ nghỉ với sảnh khách chung, chỗ đỗ xe riêng miễn phí, vườn và tiện nghi BBQ. Trong số các tiện nghi của khách sạn này có lễ tân 24 giờ, bếp chung và Wi-Fi miễn phí trong toàn bộ khuôn viên. Chỗ nghỉ cung cấp dịch vụ phòng và phòng giữ hành lý cho khách. Phòng nghỉ tại đây được trang bị máy điều hòa, lò vi sóng, tủ lạnh, ấm đun nước, chậu rửa vệ sinh (bidet), máy sấy tóc và tủ quần áo. Phòng nghỉ cũng có bếp nấu. Nhà khách có sân hiên tắm nắng. Hello SaiGon Homestay cách Bảo tàng Chứng tích Chiến tranh và Công viên Tao Đàn 2,6 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 6,5 km từ chỗ nghỉ.",7.9
4079,Adina Hotel,Đà Nẵng,"Adina Hotel nằm trong bán kính chỉ 4,9 km từ sân bay quốc tế Đà Nẵng và 400 m từ bãi biển công cộng Phạm Văn Đồng. Khách sạn này có WiFi miễn phí và phòng nghỉ trang nhã với tiện nghi phòng tắm hiện đại. Nước uống và đồ uống khác được cung cấp miễn phí hàng ngày. Adina Hotel nằm cách Phố cổ Hội An khoảng 35 km. Chỗ nghỉ này cung cấp dịch vụ đưa đón sân bay cũng như dịch vụ cho thuê xe hơi và xe đạp cho những khách muốn khám phá khu vực. Phòng nghỉ tại đây được bố trí máy điều hòa, khu vực ghế ngồi thoải mái, TV truyền hình cáp màn hình phẳng, minibar và phòng tắm với đồ vệ sinh cá nhân miễn phí cùng bồn tắm. Du khách có thể thư giãn với dịch vụ mát-xa và yêu cầu dịch vụ phòng trong thời gian lưu trú tại khách sạn. Trong khuôn viên còn có cửa hàng lưu niệm.",5.8
4080,Điện Biên,Vũng Tàu,"Chỗ nghỉ này có các phòng gia đình và sân hiên. Chỗ nghỉ cung cấp dịch vụ lễ tân 24 giờ, bếp chung và phòng giữ hành lý cho khách. Tất cả phòng nghỉ tại đây đều được trang bị máy điều hòa, TV truyền hình cáp màn hình phẳng, ấm đun nước, vòi xịt/chậu rửa vệ sinh, dép đi trong phòng và tủ để quần áo. Các phòng nghỉ có phòng tắm riêng, đồ vệ sinh cá nhân miễn phí và ga trải giường. Các điểm tham quan nổi tiếng gần khách sạn bao gồm Bãi Trước, Tượng Chúa Kitô Vua và Bến tàu Cánh ngầm. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, cách Điện Biên 109 km.",5
4081,loue t1bis,Nha Trang,"Căn hộ này có WiFi miễn phí, chỗ đỗ xe riêng miễn phí và lễ tân 24 giờ. Căn hộ có 1 phòng ngủ, truyền hình cáp màn hình phẳng, bếp được trang bị lò vi sóng và tủ lạnh, máy giặt cũng như 1 phòng tắm với bể sục. Căn hộ cũng có sân hiên. loue t1bis cung cấp dịch vụ cho thuê xe đạp. Chùa Long Sơn và Nhà thờ Nha Trang nằm cách chỗ nghỉ lần lượt 3,3 km và 3,8 km. Sân bay gần nhất là sân bay quốc tế Cam Ranh, nằm trong bán kính 40 km từ loue t1bis, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",7.8
4084,Sunway Hotel Saigon,TP. Hồ Chí Minh,"Sunway Hotel Saigon cung cấp phòng nghỉ gắn máy điều hòa ở Quận 1 thuộc Thành phố Hồ Chí Minh, cách trung tâm thương mại Takashimaya Việt Nam 500 m. Khách sạn 2 sao này có lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí. Chỗ nghỉ không gây dị ứng và nằm trong bán kính 700 m từ Chợ Bến Thành. Phòng nghỉ tại Sunway Hotel Saigon có khu vực ghế ngồi, bàn làm việc, TV màn hình phẳng và phòng tắm riêng. Chỗ nghỉ nằm gần các địa danh nổi tiếng như Trung tâm mua sắm Vincom, Bảo tàng Thành phố Hồ Chí Minh và Bảo tàng Mỹ thuật. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 8 km từ Sunway Hotel Saigon.",7.5
4085,An Gia,Đà Lạt,"An Gia cung cấp chỗ nghỉ tại một vị trí thuận tiện ở thành phố Đà Lạt, cách Quảng trường Lâm Viên, Hồ Xuân Hương và Biệt thự Hằng Nga (Ngôi nhà điên) một quãng ngắn. Chỗ nghỉ này có tầm nhìn ra quang cảnh thành phố, sảnh khách chung và WiFi miễn phí. Nhà nghỉ B&B này có TV màn hình phẳng và phòng tắm riêng với dép, máy sấy tóc cùng vòi sen. Một số căn có khu vực ăn uống và/hoặc ban công. An Gia cung cấp dịch vụ cho thuê xe hơi. Chỗ nghỉ nằm trong bán kính 2,1 km từ Công viên Yersin và 2,4 km từ Vườn hoa Đà Lạt. Sân bay gần nhất là sân bay Liên Khương, cách An Gia 46 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",8.9
4086,Tuyet Son Hotel (TS Ocean Hotel),Đà Nẵng,"Nằm trong bán kính 1,7 km từ Cầu Khóa Tình Yêu Đà Nẵng, Tuyet Son Hotel cung cấp các phòng nghỉ tại thành phố Đà Nẵng. Khách sạn có hồ bơi ngoài trời, nhà hàng cũng như quầy bar trong khuôn viên. Quý khách có thể sử dụng miễn phí Wi-Fi ở tất cả các khu vực và chỗ đỗ xe riêng tại đây. Mỗi phòng nghỉ tại khách sạn này đều được trang bị máy điều hòa và TV. Một số phòng có khu vực ghế ngồi để thư giãn. Tất cả các phòng còn đi kèm phòng tắm riêng. Dép, đồ vệ sinh cá nhân miễn phí và máy sấy tóc cũng được cung cấp để mang lại sự thoải mái cho khách. Quý khách có thể rèn luyện sức khỏe tại phòng tập thể dục. Tuyet Son Hotel có bàn đặt tour và lễ tân 24 giờ. Dịch vụ đưa/đón sân bay có thể được thu xếp với một khoản phụ phí. Tuyet Son Hotel cách Cầu Sông Hàn 2,2 km và cách trung tâm mua sắm Indochina Riverside Mall 2,3 km. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách chỗ nghỉ 5 km. Nhà hàng Bachata phục vụ ăn uống cả ngày cung cấp thực đơn kiểu gọi món và tiệc tự chọn.",7.4
4087,Căn Hộ Melody Vũng Tàu - Tomorrow HomeStay,Vũng Tàu,"Tọa lạc tại thành phố Vũng Tàu, gần Bãi Sau, Bãi Dứa và Bãi Trước, Tomorrow HomeStay Melody Vũng Tàu có WiFi miễn phí và sân hiên. Một số căn tại đây được bố trí máy điều hòa cũng như ban công và/hoặc khu vực ghế ngồi đi kèm TV màn hình phẳng. Căn hộ nằm cách Tượng Chúa Kitô Vua 1,7 km và Mũi Nghinh Phong 2,2 km. Sân bay gần nhất là sân bay quốc tế Tân Sơn Nhất, nằm trong bán kính 108 km từ Tomorrow HomeStay Melody Vũng Tàu.",6.4
4089,Gia Vien Homestay,Hội An,"Tọa lạc ở thành phố Hội An, Gia Vien Homestay có tầm nhìn ra vườn, nhà hàng, lễ tân 24 giờ, bar thức ăn nhẹ, khu vườn và sân hiên. Homestay này cung cấp miễn phí cả WiFi lẫn chỗ đỗ xe riêng. Chỗ ở tại đây có ban công, máy điều hòa, TV màn hình phẳng và phòng tắm riêng với vòi sen cùng đồ vệ sinh cá nhân miễn phí. Gia Vien Homestay phục vụ bữa sáng à la carte hoặc bữa sáng kiểu Á. Du khách có thể thư giãn tại sảnh khách chung hoặc đi xe đạp ở khu vực gần đó. Các điểm tham quan nổi tiếng gần chỗ nghỉ bao gồm Bảo tàng Lịch sử Hội An, Chùa Cầu Nhật Bản và Hội quán Quảng Đông. Sân bay gần nhất là sân bay quốc tế Đà Nẵng, cách Gia Vien Homestay 22 km, và chỗ nghỉ cung cấp dịch vụ đưa đón sân bay với một khoản phụ phí.",8.7
4090,Pullman Danang Beach Resort,Đà Nẵng,"Resort có hồ bơi ngoài trời và spa. Chỗ đỗ xe và Wi-Fi miễn phí được cung cấp. Pullman Danang Beach Resort nằm trong bán kính khoảng 8 km từ Sân bay Quốc tế Đà Nẵng. Nơi nghỉ cung cấp dịch vụ đưa đón sân bay 2 chiều kèm phụ phí. Các phòng nghỉ tại Pullman Danang đi kèm ban công riêng nhìn ra vườn, biển hoặc ao nước. Mỗi phòng đều được trang bị TV, tủ lạnh và két an toàn. Phòng tắm riêng có vòi sen và bồn tắm riêng biệt. Khách có thể rèn luyện sức khoẻ tại trung tâm thể dục hoặc thuê xe đạp để khám phá khu vực xung quanh. Đồ dùng thể thao dưới nước cũng có cho khách sử dụng. Khách sạn còn cung cấp các tiện nghi khác như bàn đặt tour và sân tennis. Nhà hàng Epice có bếp biểu diễn cho khách theo dõi đầu bếp chế biến các món đặc sản địa phương.",7.1
4092,Khách Sạn Ngọc Huyền,Đà Lạt,"Toạ lạc ở vị trí thuận tiện tại khu hồ Xuân Hương của thành phố Đà Lạt, Khách Sạn Ngọc Huyền nằm cách quảng trường Lâm Viên 1,2 km, hồ Xuân Hương 1,3 km và công viên Yersin 1,4 km. Khách sạn 2 sao này cung cấp dịch vụ lễ tân 24 giờ, dịch vụ phòng và WiFi miễn phí. Khách sạn có các phòng gia đình. Mỗi phòng nghỉ tại khách sạn đều có bàn làm việc, TV màn hình phẳng, phòng tắm riêng, ga trải giường và khăn tắm. Tất cả phòng được bố trí tủ để quần áo và ấm đun nước. Các điểm tham quan nổi tiếng gần Khách Sạn Ngọc Huyền bao gồm Vườn hoa Đà Lạt, Nhà Điên Hằng Nga và Biệt điện mùa hè của vua Bảo Đại. Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 22 km từ chỗ nghỉ.",7.6
4093,Doc May Boutique Villa,Đà Lạt,"Chỗ nghỉ này có sảnh khách chung, WiFi miễn phí ở tất cả các khu vực và chỗ đỗ xe riêng trong khuôn viên. Homestay được trang bị TV màn hình phẳng và phòng tắm riêng với dép đi trong phòng, máy sấy tóc cùng vòi sen. Để thêm phần thuận tiện cho du khách, chỗ nghỉ có thể cung cấp khăn tắm và ga trải giường với một khoản phụ phí. Du khách có thể thuê xe hơi tại Doc May Boutique Villa. Chỗ nghỉ nằm cách Công viên Yersin 2,1 km và Vườn hoa Đà Lạt 3,3 km. Sân bay gần nhất là sân bay Liên Khương, nằm trong bán kính 30 km từ Doc May Boutique Villa.",7.2
4094,Mely Hotel,Hà Nội,"Tọa lạc tại trung tâm khu vực Nhân Chính sôi động ở quận Thanh Xuân thuộc thành phố Hà Nội, Mely Hotel có quán bar thức ăn nhẹ và phục vụ trà hàng ngày. Du khách có thể sử dụng Wi-Fi miễn phí và bãi đỗ xe công cộng miễn phí. Khách sạn 2 sao này cách các điểm tham quan như Lăng Chủ Tịch Hồ Chí Minh, Bảo tàng Hồ Chí Minh và Chùa Một Cột 4 km. Các phòng nghỉ lắp máy điều hòa tại đây có sàn gỗ, TV truyền hình cáp màn hình phẳng, tủ lạnh mini và tủ quần áo. Phòng tắm riêng đi kèm đồ vệ sinh cá nhân và máy sấy tóc. Bàn đặt tour có thể giúp quý khách sắp xếp việc đi lại. Nhân viên tại quầy lễ tân 24 giờ có thể hỗ trợ quý khách với các dịch vụ giặt là, đặt vé, đưa đón sân bay và giữ hành lý. Khách sạn nằm gần với nhiều lựa chọn ăn uống và giải trí. Chỗ nghỉ này cách Ga Hà Nội 10 phút lái xe và sân bay quốc tế Nội Bài cách đó 30 phút lái xe.",5.8
